private_cat,retire_cat,hhincome_cat,age
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",72
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",60
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",60
PI,1,"[$30K, $50K)",61
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",63
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",63
No PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",56
No PI,0,"[$30K, $50K)",57
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",73
No PI,0,"[$30K, $50K)",63
PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",72
No PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",77
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",64
No PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",58
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",61
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",77
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",57
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",73
PI,0,"[$30K, $50K)",64
No PI,0,"[$30K, $50K)",77
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",73
PI,0,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",73
No PI,0,"[$30K, $50K)",61
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",72
No PI,0,"[$30K, $50K)",75
PI,0,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",75
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",61
PI,1,"[$30K, $50K)",64
PI,0,"[$30K, $50K)",61
No PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",64
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",60
PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",62
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",79
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",61
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",74
PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",60
PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",60
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",64
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",64
No PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",73
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",63
PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",63
PI,1,"[$30K, $50K)",63
No PI,0,"[$30K, $50K)",59
PI,1,"[$30K, $50K)",70
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",63
PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",73
No PI,0,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",64
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",77
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",71
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",64
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",59
No PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",64
No PI,1,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",75
PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",74
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",73
PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",59
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",59
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",61
No PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",61
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",76
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",58
PI,1,"[$30K, $50K)",71
PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",81
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",60
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",62
PI,0,"[$30K, $50K)",64
PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",74
PI,1,"[$30K, $50K)",79
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",74
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",76
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",63
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",75
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",63
PI,1,"[$30K, $50K)",73
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",59
PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",76
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",76
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",60
No PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",74
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",60
PI,0,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",63
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",63
No PI,0,"[$30K, $50K)",60
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",59
No PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",60
PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",82
PI,1,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",75
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",73
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",73
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",75
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",71
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",67
No PI,0,"[$30K, $50K)",60
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",75
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",73
PI,1,"[$30K, $50K)",74
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",78
PI,0,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",59
No PI,0,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",82
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",70
No PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",79
No PI,1,"[$30K, $50K)",70
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",70
No PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",65
PI,0,"[$30K, $50K)",64
PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",81
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",74
PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",64
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",62
PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",73
PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",69
No PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",71
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",75
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",68
PI,1,"[$30K, $50K)",60
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",73
No PI,1,"[$30K, $50K)",73
PI,1,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",58
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",70
PI,0,"[$30K, $50K)",66
No PI,0,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",71
No PI,0,"[$30K, $50K)",69
PI,1,"[$30K, $50K)",66
PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",68
PI,0,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",77
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",62
PI,1,"[$30K, $50K)",57
No PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",72
No PI,1,"[$30K, $50K)",69
No PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
No PI,0,"[$30K, $50K)",67
PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",68
No PI,0,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",70
PI,1,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",68
No PI,1,"[$30K, $50K)",67
No PI,1,"[$30K, $50K)",72
PI,1,"[$30K, $50K)",71
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",65
PI,1,"[$30K, $50K)",64
PI,0,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",67
PI,0,"[$30K, $50K)",66
No PI,1,"[$30K, $50K)",66
PI,1,"[$30K, $50K)",73
PI,0,"[$30K, $50K)",65
No PI,1,"[$30K, $50K)",73
PI,1,"[$30K, $50K)",69
PI,0,"[$30K, $50K)",69
PI,1,>= $50K,66
PI,0,>= $50K,65
No PI,1,>= $50K,67
No PI,1,>= $50K,67
No PI,0,>= $50K,67
PI,1,>= $50K,69
PI,1,>= $50K,68
PI,1,>= $50K,58
PI,1,>= $50K,66
PI,1,>= $50K,70
PI,1,>= $50K,66
No PI,1,>= $50K,65
No PI,0,>= $50K,67
No PI,0,>= $50K,65
PI,0,>= $50K,67
PI,0,>= $50K,66
PI,1,>= $50K,67
PI,1,>= $50K,67
No PI,0,>= $50K,65
PI,1,>= $50K,65
PI,1,>= $50K,65
PI,1,>= $50K,65
PI,1,>= $50K,71
PI,1,>= $50K,68
PI,1,>= $50K,69
PI,1,>= $50K,68
PI,0,>= $50K,66
PI,1,>= $50K,72
No PI,0,>= $50K,66
PI,1,>= $50K,67
PI,1,>= $50K,69
PI,1,>= $50K,67
No PI,0,>= $50K,74
No PI,1,>= $50K,69
No PI,1,>= $50K,72
PI,0,>= $50K,66
PI,0,>= $50K,59
PI,0,>= $50K,60
No PI,1,>= $50K,68
PI,1,>= $50K,66
PI,1,>= $50K,70
PI,0,>= $50K,69
PI,1,>= $50K,70
No PI,0,>= $50K,65
No PI,0,>= $50K,66
PI,1,>= $50K,67
PI,0,>= $50K,67
PI,0,>= $50K,65
No PI,1,>= $50K,73
PI,0,>= $50K,68
No PI,1,>= $50K,68
No PI,0,>= $50K,72
No PI,1,>= $50K,65
PI,0,>= $50K,65
PI,1,>= $50K,66
No PI,1,>= $50K,67
